53	ஒலி அலையின் செறிவு மட்டத்தின் அலகு யாது?	Hz|W|J m⁻²|W m⁻²|dB
54	C log(I/I₀ + 1) = qV/(kT) என்ற கோவையில் I, V என்பன முறையே மின்னோட்டம், வோல்ற்றளவு ஆகியவற்றைக் குறிக்கின்றன. C ஒரு பரிமாணமற்ற மாறிலி. kT/q என்னும் உறுப்பிற்கு,	பரிமாணங்கள் இல்லை.|தடையின் பரிமாணங்கள் உண்டு.|V⁻¹ இன் பரிமாணங்கள் உண்டு.|I இன் பரிமாணங்கள் உண்டு.|V இன் பரிமாணங்கள் உண்டு.
55	ஒரு கதிர்த்தொழிற்பாட்டு மாதிரியின் தேய்வு வீதம் A, நேரம் t உடன் A = A₀ exp(−λt) என மாறுகின்றது. λ இன் பரிமாணங்கள் யாவை?	T|T⁻¹|MT|M⁻¹T|MT⁻¹
56	C = √(k/ρ) என்ற சமன்பாட்டில் C கதியும் ρ அடர்த்தியும் ஆகும். k இன் அலகுகள் யாவை?	kg m s⁻²|kg¹ᐟ² s|kg m s⁻¹|kg m⁻¹ s⁻²|kg m¹ᐟ² s
57	பின்வருவனவற்றில் எது ஓர் SI அலகு அன்று?	kg|m|s|A|k
58	பரப்பிழுவையின் SI அலகு யாது?	N|N m⁻¹|N m|N m⁻²|N m²
59	ஒரு பௌதிகக் கணியத்தின் பரிமாணங்களை L³ இனால் பெருக்கும்போது வேலையின் பரிமாணங்கள் கிடைக்கும். அப்பௌதிகக் கணியம் யாது?	விசை|உந்தம்|அமுக்கம்|திணிவு|வேகம்
60	கிலோவாற்று-மணித்தியாலத்தின் பரிமாணங்கள் யாவை?	ML²T⁻²|MLT⁻¹|ML²T⁻³|T|T⁻¹
61	மீடிறன் f உடைய போட்டனின் சக்தி E = hf ஆகும். h இன் பரிமாணங்கள் யாவை?	ML²T⁻¹|ML⁻¹T⁻²|ML⁻²T⁻¹|ML²T⁻²|ML⁻³T⁻¹
62	சடத்துவத் திருப்பத்தின் பரிமாணங்கள் யாவை?	ML²|ML|M|L|MLT⁻¹
63	வெப்பக் கணியத்தின் SI அலகு யாது?	cal|W|K|J|cd
64	வெப்பக் கடத்தாறலின் அலகு யாது?	J m⁻¹ K⁻¹|W m⁻¹ K⁻¹|W m⁻² K⁻¹|J m⁻² K⁻¹|W m⁻² K⁻¹
65	ஈர்ப்பு மாறிலியின் பரிமாணங்கள் யாவை?	M⁻¹L²|M²LT⁻¹|M⁻¹L³T⁻²|M²LT⁻¹|MLT⁻²
66	பின்வரும் எது SI தொகுதியில் ஓர் அடிப்படை அலகாக வரையறுக்கப்படவில்லை?	m|N|kg|s|K
67	பரிமாணப் பகுப்பினின்று பெறக்கூடிய தகவல் பற்றிய கூற்றுக்களைக் கருதுக.\n(A) ஒரு பௌதிகச் சமன்பாட்டில் தோன்றக்கூடிய விகிதசமத்துவ மாறிலியின் எண் பெறுமானத்தைத் துணியலாம்.\n(B) விகிதசமத்துவ மாறிலியின் எண் குறியைத் துணியலாம்.\n(C) விகிதசமத்துவ மாறிலியின் அலகுகளைத் துணியலாம்.\nஇவற்றில்,	A மாத்திரம் உண்மையானது.|B மாத்திரம் உண்மையானது.|C மாத்திரம் உண்மையானது.|B, C ஆகியன மாத்திரம் உண்மையானவை.|A, B, C ஆகிய எல்லாம் உண்மையானவை.
68	கோவை a = krⁿvᵐ இன் பரிமாணச் சமன்பாடு LT⁻² = Lⁿ(L/T)ᵐ எனத் தரப்படுகின்றது. k ஒரு பரிமாணமில்லாத மாறிலி. ஒத்த பௌதிகச் சமன்பாடு யாது?	
69	அலகுகளைக் கருத்திற்கொள்ளும்போது பின்வரும் கணியங்களில் எது ஏனையவற்றிலிருந்து வேறுபடுகின்றது?	சுருளின் நிலைக்காட்டுச் சக்தி|பொறி அமுக்கச் சக்தி|அகச் சக்தி|வேலை|வலு
70	பின்வரும் கணியங்களில் பரிமாணமில்லாதவை எவை?\n(A) தொடர்பு வேகம்   (B) தொடர்பு அடர்த்தி   (C) தொடர்பு ஈர்ப்புத்தன்	A மாத்திரம்|A, B ஆகியன மாத்திரம்|B, C ஆகியன மாத்திரம்|A, C ஆகியன மாத்திரம்|A, B, C ஆகிய எல்லாம்
71	இலத்திரன் வோல்ற்று (eV) என்பது,	ஏற்றத்தின் அலகு.|அமுக்கத்தின் அலகு.|கொள்ளளவின் அலகு.|சக்தியின் அலகு.|மின்புலச் செறிவின் அலகு.
72	a, b, c, d ஆகியன வெவ்வேறு பரிமாணங்களைக் கொண்ட பௌதிகக் கணியங்கள்; k ஒரு பரிமாணமில்லா மாறிலி.\n(A) ka³ = b   (B) d = ac   (C) a = kb\nஇத்தொடர்புடைமைகளில்,	B மாத்திரம் பரிமாணமுறையாகச் செல்லுபடியானது.|C மாத்திரம் பரிமாணமுறையாகச் செல்லுபடியானது.|A, B ஆகியன மாத்திரம் பரிமாணமுறையாகச் செல்லுபடியானவை.|A, C ஆகியன மாத்திரம் பரிமாணமுறையாகச் செல்லுபடியானவை.|A, B, C ஆகிய எல்லாம் பரிமாணமுறையாகச் செல்லுபடியானவை.
73	அமுக்கத்தின் அலகு யாது?	kg m s⁻²|kg m² s⁻²|kg m⁻¹ s⁻²|kg m² s⁻²|kg m⁻² s⁻² A⁻¹
74	X, Y, Z ஆகியன வெவ்வேறு பரிமாணங்களைக் கொண்ட மூன்று பௌதிகக் கணியங்கள். P = AX + BY + CZ என வேறொரு கணியம் P ஐ ஆக்கலாம். பின்வரும் கோவைகளில் எது ஏனையவற்றிலிருந்து வேறுபட்ட பரிமாணங்களைக் கொண்டுள்ளது?	AX|AX − CZ|(AX)(CZ)/(BY)|(BY)²/P|(BY)(CZ)
75	பின்வரும் அலகுகளில் எது ஓர் அடிப்படை அலகன்று?	m|J|cd|K|mol
76	ஈர்ப்பு மாறிலி G இன் பரிமாணங்களைத் தருவது எது?	L²M⁻¹T⁻¹|L²M⁻²|L²M⁻²T⁻¹|L³M⁻¹T⁻²|L³M⁻²T⁻²
77	பிளாங்கின் மாறிலியின் பரிமாணங்கள் யாவை?	M²LT|M²LT⁻¹|MLT²|MLT⁻¹|ML²T⁻¹
78	பின்வரும் பௌதிகக் கணியச் சோடிகளில் எதில் ஒரே பரிமாணங்கள் உள்ளன?	தகைப்பும் விகாரமும்|வேலையும் சக்தியும்|வேகமும் இடப்பெயர்ச்சியும்|நிறையும் திணிவும்|முறுக்கமும் கோண உந்தமும்
79	இலத்திரன் வோல்ற்று (eV) ஆனது,	சக்தியின் ஓர் அலகாகும்.|வலுவின் ஓர் அலகாகும்.|ஏற்றத்தின் ஓர் அலகாகும்.|வோல்ற்றளவின் ஓர் அலகாகும்.|விசையின் ஓர் அலகாகும்.
80	உள்ளாரை a, நீளம் l உடைய கிடைக் குழாயினூடாக அமுக்க வித்தியாசம் Δp இன் கீழ் செல்லும், பிசுக்குமைக் குணகம் η உடைய திரவத்தின் கதி v = CaⁿΔp/(ηl) என எழுதலாம். C ஒரு பரிமாணமில்லா மாறிலி. n இன் பெறுமானம் யாது?	½|1|2|3|4
81	அலகு இருக்கின்றபோதிலும் பரிமாணம் இல்லாத பௌதிகக் கணியம் யாது?	பிளாங்க் மாறிலி|பரப்பிழுவை|சக்தி|தொடர்பு வேகம்|ஒலிச் செறிவு மட்டம்
